EFF_AGE,ACT_AGE,LND_SQFOOT,TOT_LVG_AREA,S_LEGAL,CONST_CLASS,IMP_QUAL,JV,LND_VAL,NO_BULDNG,NCONST_VAL,DEL_VAL,SPEC_FEAT_VAL,MonthDifference,SALE_PRC1,Target_Var
28,54,11052,1418,TOWN'N COUNTRY PARK UNIT NO 24,3,3,200702,59875,1,0,0,18105,5,240000,0
28,52,7375,1272,TOWN'N COUNTRY PARK UNIT NO 29,3,3,153734,44460,1,0,0,0,2,226500,0
30,58,7641,1139,GOLDEN ESTATES 1ST ADDITION,3,3,139758,42750,1,0,0,2316,0,127000,1
19,56,7678,1650,TOWN'N COUNTRY PARK UNIT NO 17,3,3,171572,45608,1,27645,0,0,7,222500,0
29,55,6890,1749,NORTHWEST PARK UNIT NO 1,3,3,186612,43200,1,0,0,0,5,235000,0
28,53,10116,1359,TOWN'N COUNTRY PARK UNIT NO 24,3,3,176745,57600,1,0,0,661,2,210000,0
10,52,6552,1339,NORTHWEST PARK UNIT NO 2,3,3,194448,42000,1,54223,0,0,3,238000,0
30,58,8057,1927,TOWN'N COUNTRY PARK UNIT NO 11,3,3,173938,49500,1,0,0,7280,3,210100,0
29,55,6259,1880,CRESTRIDGE SUBDIVISION THIRD A,3,3,168998,44238,1,0,0,2626,2,180000,0
29,55,13485,1452,NORTHWEST PARK UNIT NO 1,3,3,183090,61286,1,0,0,0,3,140500,0
28,53,8244,1777,BAY CREST PARK UNIT NO 12,3,3,296359,165600,1,0,0,2131,2,280000,0
28,54,8183,2151,BAY CREST PARK UNIT NO 12,3,3,316283,154560,1,0,0,941,1,312500,0
29,55,8110,1765,BAY CREST PARK UNIT NO 12,3,3,291299,165600,1,0,0,0,1,290000,0
33,63,6566,2258,TOWN'N COUNTRY PARK UNIT NO 01,3,3,199177,35000,1,2783,11758,0,3,200000,0
33,63,6188,1422,TOWN'N COUNTRY PARK UNIT NO 01,3,3,86389,32825,1,1659,41731,2101,0,120000,0
31,59,6881,1297,TOWN'N COUNTRY PARK UNIT NO 06,3,3,139398,36000,1,0,0,0,5,230000,0
47,62,5950,1277,TOWN'N COUNTRY PARK UNIT NO 04,3,3,113084,31310,1,493,0,493,3,145000,1
17,51,7973,2292,BAY CREST PARK UNIT NO 21,3,3,235572,47250,1,21174,26323,399,7,271500,0
30,57,7363,2428,BAY CREST PARK UNIT NO 10-A,3,3,361097,154468,1,9718,0,30997,3,450000,0
30,56,7938,2301,BAY CREST PARK UNIT NO 11,3,3,354653,165600,1,0,0,19115,5,356000,0
28,54,7022,2137,BAY CREST PARK UNIT NO 14,3,3,182980,100,1,0,0,0,-6,206000,1
22,41,3159,1156,ROCKPOINTE PATIO HOMES,4,3,100787,9573,1,0,0,5059,2,134900,0
32,60,8366,1983,BAY CREST PARK UNIT NO 02,3,3,207852,46200,1,0,0,17160,6,299900,0
31,59,10059,1665,BAY CREST PARK UNIT NO 03,4,3,160756,53552,1,1097,0,0,3,1662300,0
26,26,10625,1269,PORT ST LUCIE-SECTION 12- BLK,3,4,167600,49900,1,0,0,0,1,159900,0
32,32,11844,1468,PORT ST LUCIE-SECTION 12- BLK,5,4,163000,53800,1,0,0,1200,2,193500,0
38,38,10000,1494,PORT ST LUCIE-SECTION 12- BLK,3,4,168600,48000,1,0,0,1200,4,245000,0
38,38,10000,1352,PORT ST LUCIE-SECTION 11- BLK,3,4,183000,48000,1,0,0,17900,8,249000,0
7,7,10000,2274,PORT ST LUCIE-SECTION 11- BLK,3,4,243400,48000,1,0,0,1200,4,269900,0
16,16,10000,1895,PORT ST LUCIE-SECTION 13- BLK,3,5,199600,48000,1,0,0,100,0,240000,0
30,30,10000,1352,PORT ST LUCIE-SECTION 13- BLK,4,4,157900,48000,1,0,0,16200,8,242500,0
32,32,10000,1174,PORT ST LUCIE-SECTION 13- BLK,4,4,143000,48000,1,0,0,0,4,124000,1
31,31,10000,1435,PORT ST LUCIE-SECTION 13- BLK,3,4,160900,48000,1,0,0,1500,5,215000,0
38,38,10000,925,PORT ST LUCIE-SECTION 13- BLK,5,4,116500,48000,1,0,0,2000,4,155000,0
41,41,10482,1806,PORT ST LUCIE-SECTION 13- BLK,3,4,170500,49500,1,10100,7544,13700,4,220000,0
41,41,10000,1551,PORT ST LUCIE-SECTION 13- BLK,4,4,149600,48000,1,0,0,1400,2,194000,0
35,35,10000,1452,PORT ST LUCIE-SECTION 13- BLK,4,4,189800,56000,1,0,0,14900,5,244000,0
45,46,10000,974,PORT ST LUCIE-SECTION 13- BLK,5,4,125800,48000,1,0,0,0,0,80000,1
16,16,10000,2028,PORT ST LUCIE-SECTION 14- BLK,3,5,207100,48000,1,0,0,0,2,228000,0
34,34,10000,1306,PORT ST LUCIE-SECTION 13- BLK,3,4,179600,48000,1,0,0,14400,1,155000,0
18,18,10000,1240,PORT ST LUCIE-SECTION 13- BLK,3,4,170600,48000,1,0,0,3000,3,207500,0
18,18,10000,2028,PORT ST LUCIE-SECTION 13- BLK,3,4,189400,48000,1,0,0,0,0,162000,1
38,38,10000,1358,PORT ST LUCIE-SECTION 13- BLK,4,4,151300,48000,1,0,0,15100,2,232000,0
16,16,10000,2117,PORT ST LUCIE-SECTION 17- BLK,3,5,242700,48000,1,0,0,0,9,218000,0
30,30,10125,1332,PORT ST LUCIE-SECTION 16- BLK,4,4,147600,48400,1,4500,0,4500,5,200000,0
22,22,10625,2100,PORT ST LUCIE-SECTION 17- BLK,3,4,201000,49900,1,0,0,2600,2,250000,0
19,19,10000,1678,PORT ST LUCIE-SECTION 18- BLK,4,4,186400,48000,1,3500,380,3500,1,175500,0
33,33,10000,1502,PORT ST LUCIE-SECTION 18- BLK,4,4,155000,48000,1,0,0,2200,7,215000,0
35,35,10000,1360,PORT ST LUCIE-SECTION 18- BLK,3,4,150600,48000,1,0,0,400,4,195000,0
50,50,10000,894,PORT ST LUCIE-SECTION 18- BLK,3,4,130300,48000,1,0,0,0,5,168000,0
46,46,10625,1336,PORT ST LUCIE-SECTION 18- BLK,3,4,109500,41800,1,0,0,0,0,145000,0
38,38,10000,925,PORT ST LUCIE-SECTION 18- BLK,4,4,114200,48000,1,0,0,0,4,140000,0
36,36,10000,1852,PORT ST LUCIE-SECTION 18- BLK,4,4,176300,48000,1,0,0,15700,5,213000,0
32,43,10000,1014,PORT ST LUCIE-SECTION 18- BLK,3,4,147000,48000,1,0,0,3700,2,198000,0
31,31,10000,1152,PORT ST LUCIE-SEC 19- BLK 1941,5,4,152600,48000,1,0,0,0,6,192000,0
30,30,10000,1192,PORT ST LUCIE-SEC 19- BLK 1930,4,4,166200,48000,1,0,0,14800,0,46400,1
19,19,11875,2020,PORT ST LUCIE-SECTION 19- BLK,3,4,211800,53800,1,0,0,17400,0,234000,0
38,38,20625,1238,PORT ST LUCIE-SEC 22- BLK 2006,4,4,165800,81100,1,0,0,1900,2,211900,0
4,4,13125,1827,PORT ST LUCIE-SEC 22- BLK 2012,3,4,212100,57800,1,0,0,0,5,285000,0
18,18,10000,1858,PORT ST LUCIE-SECTION 25- BLK,3,4,200500,48000,1,0,0,16800,5,254000,0
34,34,10000,1384,PORT ST LUCIE-SECTION 25- BLK,4,4,159900,48000,1,0,0,15100,2,168000,0
38,38,10000,1422,PORT ST LUCIE-SECTION 25- BLK,3,4,153700,48000,1,0,0,0,2,200000,0
43,43,10000,1254,PORT ST LUCIE-SECTION 25- BLK,4,4,128400,48000,1,0,0,0,3,136000,0
44,44,10000,1694,PORT ST LUCIE-SECTION 24- BLK,4,4,162800,48000,1,0,0,400,10,219000,0
60,61,5608,1118,MARSHALLS EVERGLADE SUB 2-32 D,2,3,144280,33650,1,0,0,330,0,165000,0
44,54,8398,2149,MELALEUCA GARDENS RESUB 25-10,2,3,332230,62990,1,0,0,1040,6,375000,0
27,28,5665,2153,CHAPEL TRAIL II 112-16 B,2,4,347830,45320,1,0,0,4750,8,100100,0
23,24,4500,1357,CHAPEL TRAIL II 112-16 B,2,4,247600,36000,1,0,0,1940,1,271800,0
29,30,6579,1954,DIMENSIONS NORTH AT CHAPEL TRA,2,3,244630,59210,1,0,0,2060,0,257500,1
43,44,38111,1954,COUNTRY CORNERS 95-25 B,2,3,362520,152440,1,0,0,4320,-5,401000,0
32,56,3280,961,PARADISE MANOR 32-31 B,2,3,153750,13120,1,0,0,800,4,178000,0
28,29,6752,1954,DIMENSIONS NORTH AT CHAPEL TRA,2,3,247000,60770,1,0,0,1360,-1,260000,1
36,37,3900,1288,LA BEAU ACRES FOURTH UNIT,2,3,187140,39000,1,0,0,1300,4,275000,0
79,82,13323,481,21-50-42,4,2,121410,86600,1,0,0,390,2,122500,0
58,59,9608,2047,RIVERLAND VILLAGE SEC ONE,2,3,317550,62450,1,0,0,6250,6,360000,0
37,67,8780,936,TEMPLE TERRACE S/5 LOT 15 BLK,3,3,180903,100000,1,0,0,2000,6,213000,0
26,61,11545,2117,WINTER PARK ESTATES SECTION 5,3,2,299216,120000,1,0,0,14500,8,370000,0
52,67,13569,1475,SUBURBAN HOMES FIRST ADDITION,3,2,109869,42000,1,0,0,0,2,140000,0
63,68,17500,2802,MAITLAND SHORES R/150 LOT 9 BL,3,2,687262,587650,1,0,0,5500,8,765000,0
18,18,11232,3832,FONTAINEBLEAU L/127 LOT 18 & S,3,5,999747,300000,1,0,0,27500,7,1100000,1
37,58,10357,2081,WINTER PARK PINES UNIT 3 Z/40,3,2,324191,165000,1,0,0,13500,5,413800,0
36,36,15748,2937,LAKE WAUNATTA COVE 10/35 LOT 1,3,3,279611,60000,1,0,0,10000,1,185000,0
40,50,9744,2026,WRENWOOD HEIGHTS 3/138 LOT 72,3,2,182466,42000,1,0,0,10940,0,222800,1
57,63,13353,1266,EASTBROOK SUB UNIT NO 2 W/118,3,4,131761,60000,1,0,0,1960,5,205500,0
34,34,14331,2501,LAKE WAUNATTA COVE 10/35 LOT 3,3,3,265725,60000,1,0,0,18500,1,232000,0
62,66,8240,1448,EASTGATE SUB T/127 LOT 14 BLK,3,2,219130,165000,1,0,0,0,10,295000,0
37,37,10147,2331,ALOMA ESTATES 12/28 LOT 52,3,3,228029,55000,1,0,0,1500,1,285000,0
13,13,28826,3973,SICILIAN SHORES O/34 LOT 12 &,3,3,2152259,1170000,1,0,0,13500,4,2350000,0
50,50,11095,2705,ARROWHEAD COVE UNIT 2 3/114 LO,3,5,268555,65000,1,0,0,12600,0,304100,0
47,47,13461,2085,7692/1832 RECORDED WITHOUT LEG,3,1,388915,200000,1,0,0,2500,2,100000,0
49,58,8244,1676,EASTBROOK SUB UNIT 4 Z/51 LOT,3,4,170613,60000,1,0,0,1000,3,231800,0
63,68,8644,1305,LAKE KNOWLES TERRACE 2ND ADD K,3,1,292312,225000,1,0,0,1000,-6,345000,0
55,58,9339,2387,KENILWORTH SHORES SECTION FIVE,3,2,298382,180000,1,0,0,2500,0,340000,1
29,59,9310,2220,KENILWORTH SHORES SECTION FIVE,3,5,414487,180000,1,0,0,15000,6,493000,0
50,50,10540,2437,SHERBROOKE UNIT 2 3/112 LOT 7,3,2,325229,180000,1,0,0,13000,4,525000,0
49,49,10807,2848,GOLFSIDE SECTION THREE 3/143 L,3,2,346092,190000,1,0,0,2000,1,309900,0
39,44,10805,2427,GOLFSIDE SECTION THREE 3/143 L,3,2,362617,190000,1,0,0,7500,4,420000,1
32,52,19318,3613,TIMBERLANE SHORES V/45 LOT 8 B,3,4,1698007,1191600,1,0,0,24000,2,1673700,0
56,60,9585,2561,KENILWORTH SHORES SECTION FIVE,3,2,299541,180000,1,0,0,2500,2,355000,0
36,41,7473,1872,BEL AIRE PINES UNIT 2 9/133 LO,3,4,216900,45000,1,0,0,15360,2,235000,0
52,57,9375,2026,WINTER PARK PINES UNIT 6 Z/144,3,2,272313,165000,1,0,0,5000,0,278000,0
36,41,8111,1925,BEL AIRE PINES UNIT 2 9/133 LO,3,4,219197,45000,1,0,0,3500,5,279000,0
56,65,9746,1587,KENILWORTH SHORES SECTION SEVE,3,2,255142,180000,1,0,0,1000,1,275000,0
36,41,9077,1658,BEL AIRE PINES UNIT 2 9/133 LO,3,4,202378,45000,1,0,0,16340,2,247500,0
42,62,9153,1831,BROOKSHIRE HEIGHTS 1ST ADDITIO,3,5,327550,180000,1,0,0,1000,7,380000,0
34,39,9407,1819,BEL AIRE PINES UNIT 2 9/133 LO,3,4,203298,45000,1,0,0,7440,4,297500,0
36,41,9763,1875,BEL AIRE PINES UNIT 2 9/133 LO,3,4,212437,45000,1,0,0,7940,4,174000,1
82,96,12300,2270,VIRGINIA HEIGHTS REPLAT J/28 L,4,2,384972,320000,1,0,0,5500,4,399000,0
34,64,8301,2147,ALOMA SECTION 1 O/51 LOT 17 BL,3,3,332483,155000,1,90434,0,1000,8,385000,0
57,69,9283,1633,KENILWORTH SHORES SECTION SEVE,3,2,268824,175000,1,0,0,16540,3,319900,0
39,39,6557,1094,CORONATION ADDITION 11/26 LOT,3,3,96423,40000,1,0,0,0,1,140000,0
54,57,11326,2642,BROOKSHIRE HEIGHTS 4TH ADDITIO,3,2,321081,180000,1,0,0,3000,5,532200,0
12,62,10615,2453,SOUTH LAKEMONT SHORES U/70 LOT,3,1,356275,160000,1,0,0,2665,3,425000,1
69,69,96818,1883,LEAWOOD FIRST ADDITION S/122 L,3,4,105369,76000,1,0,0,2000,4,170500,0
7,7,5735,3389,LOT 21 PH 1 SHIPWATCH PB 8-46,0,4,906579,269599,1,0,0,19800,10,1125000,0
47,56,19994,1324,LOT 6  BLK B  LAIRD'S  S/D,0,3,71526,26991,1,0,0,0,5,100100,1
19,82,13764,1790,33 5 13 ORB 1161 P 905,0,4,99700,5060,1,724,0,1180,9,125000,0
10,66,13547,918,33 5 13 ORB 1159 P 529,0,3,57516,5335,1,0,0,2078,4,79900,0
30,55,16325,1908,N 120 FT OF S 270 FT OF E 250,3,3,110847,20918,1,0,0,0,3,145200,0
10,14,5500,2457,KINGSWAY PHASE 2,3,3,192124,32972,1,0,3339,570,4,223000,0
13,33,59612,4830,KENNEDY HILL SUBDIVISION,3,3,371784,53978,1,18131,1995,42203,6,425000,0
14,22,8068,2509,LAKE SHORE RANCH PHASE II B,3,3,175462,24552,1,7218,0,972,5,216500,0
17,45,9591,1928,BRANDON LAKES,3,3,176147,40884,1,31493,1757,14885,8,230000,0
14,36,18181,1896,THE WILLOWS UNIT NO 1,3,3,162458,35644,1,32708,0,0,2,175000,0
24,42,11093,2290,BRANDON GROVES SECTION ONE,3,3,186609,48671,1,0,0,8765,3,169000,0
12,19,8506,2189,OAKS AT VALRICO,3,3,180532,43768,1,0,0,0,9,230000,0
28,52,9102,2395,BRANDA VISTA SUBDIVISION UNIT,3,3,175119,25245,1,0,0,0,4,222500,0
18,48,7501,1167,HIGH VIEW TERRACE,3,3,112816,27472,1,23569,0,908,3,145000,0
22,40,8755,1893,LAKEMONT UNIT NO 5,3,3,142722,35456,1,0,0,0,1,205700,0
13,21,6320,1607,LAKE SHORE RANCH PHASE III,3,3,130490,25139,1,0,0,0,5,179000,0
24,44,8687,1959,BRANDON LAKES,3,3,142685,37145,1,0,0,0,4,174900,0
20,34,6687,1513,THE WILLOWS UNIT NO 2,3,3,118625,28040,1,0,0,0,0,120000,1
12,19,10205,2908,OAKS AT VALRICO,3,3,240943,47058,1,0,0,20372,4,295000,0
22,40,14202,2483,LAKEMONT UNIT NO 4A,3,3,195523,45636,1,0,0,15352,5,245000,0
26,47,9535,2046,HILLSIDE UNIT NO 06,3,3,135851,26400,1,0,0,0,0,189000,1
15,25,7634,1640,BRENTWOOD HILLS TRACT D E UNIT,3,3,139000,100,1,0,0,0,2,167500,0
14,24,4000,1143,BRENTWOOD HILLS TRACT D E UNIT,3,3,109827,30240,1,5083,0,0,-6,127500,1
17,44,15395,1964,HILLSIDE UNIT NO 06,3,3,180786,38375,1,41024,0,0,4,190000,0
18,30,5792,1232,BRANDON BROOK PHASE II,3,3,117067,30300,1,0,0,1629,5,173500,0
36,66,9603,1597,HILLDALE HEIGHTS OF BRANDON,3,3,112896,18483,1,0,0,2274,0,123000,0
18,47,10101,2045,E 100 FT OF W 587.5 FT OF N 12,3,3,173914,20790,1,26905,0,8269,6,219000,0
25,45,10691,2000,HILLSIDE UNIT NO 07,3,3,146222,32583,1,0,0,0,9,212000,0
16,27,9012,2939,BRANDON BROOK PHASE IX A AND B,3,3,195080,41904,1,0,0,0,1,200000,1
23,66,11444,1625,HILLDALE HEIGHTS OF BRANDON,3,3,146022,20582,1,42017,0,0,3,175000,0
42,74,9375,4216,IDLEWYLD RESUB BLKS 8 TO 11,2,3,2842960,843750,1,0,0,22790,5,2150000,1
25,26,2399,1111,BANYAN OAKRIDGE COMMERCIAL PLA,2,4,175750,33590,1,0,0,1410,3,185000,0
68,69,7150,1041,LAKEWAY ADDITION 30-36 B,2,3,231510,46480,1,0,0,2740,4,299000,0
66,67,8355,848,BROWARD HEIGHTS 31-28 B,2,3,218700,50130,1,0,0,1870,3,243000,0
56,58,7518,1966,ROYAL PALM VISTA 41-12 B,2,3,332040,90220,1,0,0,2710,4,438000,0
45,46,5424,2080,TOWN OF MODELO (DANIA) B-49 D,2,3,257420,21700,1,0,0,4070,2,225000,0
60,61,7539,1534,JACARANDA HEIGHTS 31-31 B,2,3,162110,37700,1,0,0,650,0,165000,0
25,26,10859,2114,TOWN OF MODELO (DANIA) B-49 D,2,4,218500,43440,1,0,0,2250,6,230000,0
46,47,8102,1471,ROSE MANOR 42-16 B,2,3,245390,40510,1,0,0,11580,7,258300,0
37,38,5421,1441,TOWN OF MODELO (DANIA) B-49 D,2,3,190020,21680,1,0,0,1040,6,137500,1
65,66,6321,1574,PEARL ESTATES 40-42 B,2,3,168350,41090,1,0,0,300,3,185000,0
71,72,4592,757,WHITE ACRES 19-33 B,2,3,192210,29850,1,0,0,1250,7,232000,0
60,65,6599,1326,OAK GROVE 27-16 B,2,3,258300,42890,1,0,0,2920,6,287000,0
63,64,7352,1222,RIVERLAND VILLAGE SEC 1-REPLAT,2,3,315000,47790,1,0,0,530,6,350000,0
66,67,8866,1448,FAIRFAX BROLLIAR ADD SEC 2,2,3,237110,57630,1,0,0,290,0,249900,0
62,63,7348,1543,RIVERLAND VILLAGE SEC 1-REPLAT,2,3,292040,47760,1,0,0,9960,6,357000,0
63,64,9316,1378,FAIRFAX BROLLIAR ADD SEC 3,2,3,262630,60550,1,0,0,12960,2,271000,0
18,19,11050,3497,HARBOUR LAKES ESTATES 169-48 B,2,4,570100,99450,1,0,0,13280,9,600100,0
42,43,5683,1733,STONEBRIDGE PHASE 1 91-9 B,2,3,246980,34100,1,0,0,2330,7,380000,0
17,18,11712,3976,SUNSET LAKES PLAT THREE,2,5,575390,105410,1,0,0,2400,9,655000,0
7,23,10303,3396,SUNSET LAKES PLAT ONE 164-34 B,2,5,532820,92730,1,2760,0,12200,8,699000,0
35,36,5914,1877,ROCK CREEK PHASE TWO 104-34 B,2,3,368310,47310,1,0,0,10160,6,425000,0
42,43,11867,2284,STONEBRIDGE PHASE 1 91-9 B,2,3,370750,94940,1,0,0,2420,4,445000,0
27,28,9750,3100,WESTFORK I PLAT 150-43 B,2,4,388120,87750,1,0,0,3260,4,426500,0
21,21,21875,3213,SPRING HILL UNIT 10,2,4,225912,18375,1,0,0,16561,3,235000,0
16,16,26116,3056,SPRING HILL UNIT 10,2,3,209561,21154,1,936,0,2584,5,230000,0
35,43,23795,2985,SPRING HILL UNIT 10,2,3,145828,19988,2,0,0,17424,0,84300,1
36,41,10000,1290,SPRING HILL UNIT 9,2,3,69373,9700,1,0,0,9100,2,125000,0
31,38,10000,2024,SPRING HILL UNIT 9,2,3,102913,9700,1,0,0,3452,6,157000,0
25,34,10000,2634,SPRING HILL UNIT 9,2,3,147976,9700,1,0,0,1546,4,229000,0
38,38,10734,1887,SPRING HILL UNIT 9,2,3,85168,9891,1,0,0,1769,3,125000,1
24,45,10000,1914,SPRING HILL UNIT 9,2,3,103313,9700,1,0,0,1218,4,142000,0
38,42,12925,2388,SPRING HILL UNIT 10,2,3,128869,12892,1,0,0,20674,8,207000,0
15,38,14241,2490,SPRING HILL UNIT 9,2,3,172221,13244,1,0,0,5855,4,184500,0
33,33,10000,2580,SPRING HILL UNIT 9,2,4,128206,9215,1,0,0,984,7,215000,0
43,43,10000,2188,SPRING HILL UNIT 9,2,3,87172,9500,1,0,0,1476,1,60000,0
15,38,14241,2049,SPRING HILL UNIT 9,2,3,130431,13244,1,162,0,11756,6,173500,0
16,37,10000,2063,SPRING HILL UNIT 9,4,3,129934,9700,1,0,0,15940,4,191200,0
22,22,9623,1765,51-75    32-3S-26E  .22,4,3,130119,32000,1,0,0,0,1,137000,1
47,74,8091,1587,19-50    01-3S-26E  .186,4,3,164253,62510,1,0,0,621,3,268000,0
13,13,1831,1518,62-191   35-1N-27E  .04,4,3,112334,19000,1,0,0,0,7,137000,0
14,14,12324,3711,60-182   36-1N-27E  .28,4,3,243866,35000,1,0,0,0,6,245000,0
17,17,8927,3136,56-76    23-1N-27E  .21,4,3,217793,40000,1,0,0,1724,4,275000,0
14,14,8600,1604,61-107   35-1N-27E  .20,4,3,135690,30000,1,0,0,0,3,180000,0
17,17,18368,2403,56-76    23-1N-27E  .42,4,3,192342,40000,1,0,0,7884,5,225000,0
20,20,10380,2585,54-79    35-1N-27E,3,3,200665,32000,1,0,0,18440,0,215000,1
15,15,12461,3110,60-182   36-1N-27E  .29,4,3,178016,35000,1,0,0,0,2,179000,0
16,16,6120,1772,61-123   34-1N-27E  .14,4,3,120089,23000,1,0,0,0,4,122000,0
17,17,10382,2695,56-76    23-1N-27E  .24,4,3,200491,40000,1,0,0,0,4,190000,0
27,27,10350,2194,45-45    35-1N-27E,4,3,163025,30000,1,0,0,1149,3,212000,0
